type,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,X,Y,quality
white,7.4,0.37,0.26,9.6,0.05,33,134,0.99608,3.13,0.46,10.4,6402.18455116251,187187.297752154,5
white,5.7,0.25,0.21,1.5,0.044,21,108,0.99142,3.3,0.59,11,-25497.6218908502,221558.541576995,6
white,5.8,0.23,0.21,1.5,0.044,21,110,0.99138,3.3,0.57,11,-13660.7937986887,186345.760985531,6
white,5.4,0.265,0.28,7.8,0.052,27,91,0.99432,3.19,0.38,10.4,-21213.0534130153,214522.760750662,6
white,5.7,0.25,0.27,10.8,0.05,58,116,0.99592,3.1,0.5,9.8,-30338.8190134059,265744.492621278,6
white,5.7,0.25,0.26,12.5,0.049,52.5,106,0.99691,3.08,0.45,9.4,18322.608963805,202989.222414309,6
white,5.9,0.23,0.28,8.6,0.046,37,142,0.99432,3.23,0.53,10.6,-38440.6953735974,214537.062559412,6
white,6.2,0.3,0.32,1.2,0.052,32,185,0.99266,3.28,0.44,10.1,-15490.4473067143,192555.381451397,5
white,6.5,0.33,0.24,14.5,0.048,20,96,0.99456,3.06,0.3,11.5,-23261.451121692,222036.331071861,8
white,7.4,0.26,0.29,3.7,0.048,14,73,0.9915,3.06,0.45,11.4,-6143.24579226469,220748.988820843,6
white,7,0.2,0.4,1.1,0.058,30,93,0.99322,3.03,0.38,9.2,-25414.7220434897,200789.62171006,6
white,6.5,0.21,0.42,1.1,0.059,33,101,0.9927,3.12,0.38,9.7,-41735.2242961551,197164.684899636,6
white,7.3,0.25,0.27,3.8,0.047,16,79,0.99173,3.07,0.46,11.3,13170.5684483306,197050.38174901,6
white,6.8,0.27,0.24,4.6,0.098,36,127,0.99412,3.15,0.49,9.6,-32503.3716342966,236402.841181938,6
white,6.7,0.24,0.3,10.2,0.07,44,179,0.99666,2.86,0.46,8.9,-10211.5301923586,201264.109764859,6
white,6.4,0.14,0.28,7.9,0.057,21,82,0.99425,3.26,0.36,10,15496.8503622261,202988.804734729,6
white,6.4,0.5,0.2,2.4,0.059,19,112,0.99314,3.18,0.4,9.2,-36620.5824057837,237120.641425669,6
white,6.6,0.41,0.27,10.7,0.11,20,103,0.99672,3.08,0.41,9,-24627.7290382722,264615.270838267,6
white,6.4,0.25,0.28,4.9,0.03,29,98,0.99024,3.09,0.58,12.8,-36618.4706863061,203007.888471113,7
white,6.6,0.41,0.27,10.7,0.11,20,103,0.99672,3.08,0.41,9,2184.02903712096,210579.806687271,6
white,8,0.25,0.35,1.1,0.054,13,136,0.99366,3.08,0.55,9.5,-24956.3732402389,236975.701677885,5
white,6.4,0.14,0.28,7.9,0.057,21,82,0.99425,3.26,0.36,10,-36371.9693562218,204103.064173388,6
white,6.6,0.21,0.34,5.6,0.046,30,140,0.99299,3.22,0.38,11,-29854.6585167948,264632.274624674,5
white,6.4,0.5,0.2,2.4,0.059,19,112,0.99314,3.18,0.4,9.2,-42468.0494970787,253251.099125064,6
white,6.3,0.29,0.23,14.2,0.037,24,99,0.99528,3.08,0.38,10.6,11131.868977477,189895.79421225,6
white,6.9,0.37,0.23,9.5,0.057,54,166,0.99568,3.23,0.42,10,-23430.0679754155,197212.785647317,5
white,6.9,0.37,0.23,9.5,0.057,54,166,0.99568,3.23,0.42,10,10445.4284623968,188865.933170991,5
white,5.7,0.31,0.28,4.1,0.03,22,86,0.99062,3.31,0.38,11.7,-32519.9752670249,211525.869523804,7
white,6.9,0.45,0.27,4.7,0.035,17,80,0.99058,3.12,0.36,12.5,-11314.9942663142,189722.512918712,7
white,6.9,0.3,0.45,1.4,0.039,36,122,0.99059,3.07,0.47,11.1,-25877.6104073273,266625.76281316,7
white,5.3,0.23,0.56,0.9,0.041,46,141,0.99119,3.16,0.62,9.7,-21040.2482866218,211818.779973426,5
white,6.8,0.3,0.26,20.3,0.037,45,150,0.99727,3.04,0.38,12.3,-29041.733135221,238611.672227494,6
white,6.7,0.28,0.42,3.5,0.035,43,105,0.99021,3.18,0.38,12.2,-20298.7281176356,220066.580859127,6
white,5,0.255,0.22,2.7,0.043,46,153,0.99238,3.75,0.76,11.3,-11128.7902324014,222664.379615981,6
white,7.6,0.4,0.27,1.2,0.053,23,193,0.99164,3.22,0.38,11.6,-20359.7796958312,261673.936706425,5
white,5.5,0.21,0.25,1.2,0.04,18,75,0.99006,3.31,0.56,11.3,-38287.694365754,206260.52161655,6
white,6,0.2,0.25,2,0.041,30,95,0.99078,3.27,0.56,11.1,6193.79995008451,185861.650561223,6
white,6.1,0.17,0.29,1.1,0.041,32,92,0.99036,3.26,0.57,11.2,-31437.0040844333,211721.090925,6
white,7.5,0.21,0.29,1.5,0.046,35,107,0.99123,3.15,0.45,11.3,-32103.0137084414,235512.203369608,6
white,7.3,0.26,0.32,1.2,0.041,29,94,0.98978,3.07,0.45,12,-36458.1500420219,206892.491150966,6
white,6.2,0.35,0.2,18.1,0.069,33,158,0.99908,3.15,0.5,8.8,11610.4607077322,190621.571932785,6
white,6.2,0.35,0.2,18.1,0.069,33,158,0.99908,3.15,0.5,8.8,-31498.2692259973,235896.761152079,6
white,6.5,0.43,0.31,3.6,0.046,19,143,0.99022,3.15,0.34,12,10821.0564168109,187377.218912219,8
white,6.5,0.4,0.31,3.5,0.046,22,147,0.99024,3.15,0.31,12,-26615.1028453271,235961.360615134,7
white,7.4,0.28,0.5,12.1,0.049,48,122,0.9973,3.01,0.44,9,-26560.0036185942,232600.042405746,5
white,6.3,0.23,0.22,17.45,0.054,42,151,0.99853,3.12,0.6,9.3,-474.825120551436,187903.63011361,6
white,6.2,0.34,0.25,12.1,0.059,33,171,0.99769,3.14,0.56,8.7,-29440.5169567474,234430.736467296,6
white,6.6,0.44,0.32,3,0.095,13,75,0.98954,3.1,0.63,12.8,-30729.1368056054,232107.023688652,6
white,6,0.13,0.36,1.6,0.052,23,72,0.98974,3.1,0.5,11.5,-28464.4923969478,237256.386621805,7
white,6.3,0.17,0.23,5.7,0.048,44,147,0.99382,3.08,0.54,10,-18743.592866031,268150.241124823,5
white,6.3,0.18,0.22,5.6,0.047,45,147,0.99383,3.09,0.54,10,-14124.5167057041,215463.534208252,5
white,6.7,0.31,0.34,6.8,0.059,51,215,0.99538,3.33,0.56,10.3,-28472.4189521201,193944.955514373,5
white,6.6,0.33,0.32,15.6,0.054,62,227,0.99734,3.25,0.56,10.4,-33047.9063254595,225839.456342228,5
white,6.3,0.34,0.31,6,0.02,18,68,0.98981,3.22,0.29,13.4,-20489.6896752404,196893.572214848,7
white,6.8,0.29,0.32,1.8,0.032,18,130,0.99095,3.05,0.62,11.2,-33278.9820072397,207284.663624155,6
white,7.4,0.31,0.26,8.6,0.048,47,206,0.9964,3.26,0.36,9.1,18864.5503974554,203569.828390279,5
white,7.4,0.31,0.26,8.6,0.048,47,206,0.9964,3.26,0.36,9.1,-18470.4335855675,202749.802312332,5
white,5.7,0.25,0.27,11.5,0.04,24,120,0.99411,3.33,0.31,10.8,-22224.7915480215,222601.137055198,6
white,6.8,0.27,0.28,7.8,0.038,26,89,0.9915,3.24,0.34,12.5,-20661.0373112639,196450.767068432,6
white,5.9,0.26,0.24,2.4,0.046,27,132,0.99234,3.63,0.73,11.3,-5151.65126307451,273072.9405387,5
white,5.9,0.65,0.23,5,0.035,20,128,0.99016,3.46,0.48,12.8,-36642.5993659869,199346.708550264,6
white,7.4,0.31,0.26,8.6,0.048,47,206,0.9964,3.26,0.36,9.1,-37168.2241649609,234855.068757657,5
white,6.6,0.23,0.32,1.5,0.041,8,72,0.98949,3.22,0.39,12.7,-15070.8737924454,264367.167643442,6
white,6.8,0.18,0.35,5.4,0.054,53,143,0.99287,3.1,0.54,11,-9619.47169143828,270507.338619235,7
white,6.8,0.28,0.29,11.9,0.052,51,149,0.99544,3.02,0.58,10.4,-22041.6910768205,261304.318284696,6
white,6.8,0.28,0.29,11.9,0.052,51,149,0.99544,3.02,0.58,10.4,10586.988686654,193708.763729882,6
white,5.9,0.27,0.27,9,0.051,43,136,0.9941,3.25,0.53,10.7,-804.679176665145,193079.97042205,6
white,6.1,0.25,0.28,10,0.055,56,131,0.994,3.22,0.35,10.9,-16149.7208328639,267957.428114941,6
white,6.8,0.28,0.29,11.9,0.052,51,149,0.99544,3.02,0.58,10.4,-29747.7082645168,263061.566912432,6
white,6.8,0.26,0.29,11.9,0.052,54,160,0.99546,3.03,0.58,10.4,-9320.82651663694,269964.406342726,6
white,7.1,0.13,0.29,15.5,0.064,56,115.5,0.99737,3.16,0.41,9.7,-32626.8276088323,187629.499413005,7
white,6.8,0.18,0.35,5.4,0.054,53,143,0.99287,3.1,0.54,11,11321.2743239241,196070.319784634,7
white,6.2,0.2,0.25,15,0.055,8,120,0.99767,3.19,0.53,9.6,-7691.49203287729,198028.47728447,6
white,5.8,0.24,0.28,1.4,0.038,40,76,0.98711,3.1,0.29,13.9,10484.4066395934,189919.178699651,7
white,7.6,0.48,0.31,9.4,0.046,6,194,0.99714,3.07,0.61,9.4,-28333.5888055906,259888.410283278,5
white,7.4,0.26,0.32,3.7,0.032,29,193,0.99134,3.1,0.67,12.5,-32475.0185462448,263923.443516097,6
white,6.2,0.2,0.25,15,0.055,8,120,0.99767,3.19,0.53,9.6,-31698.7751420484,189938.924365181,6
white,6.1,0.3,0.47,1.4,0.049,50,187,0.9927,3.19,0.45,9.5,5894.06244734003,186877.788942434,5
white,6.2,0.32,0.5,6.5,0.048,61,186,0.9948,3.19,0.45,9.6,-37153.4238523965,237508.260681761,5
white,6.1,0.3,0.47,1.4,0.049,50,187,0.9927,3.19,0.45,9.5,-9548.53750260813,214366.126158787,5
white,6.3,0.34,0.52,6.3,0.047,63,186,0.99481,3.18,0.44,9.6,11847.1662159558,196771.124799079,5
white,7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,-36960.2310969433,196754.029265748,7
white,7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,-43608.7835406894,230660.615628125,7
white,7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,-15942.7396724392,215047.228935693,7
white,7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,-21207.8515295319,263131.738968346,7
white,7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,10777.6247660953,195090.698410478,7
white,7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,-17959.6684267293,237096.7953139,7
white,7.2,0.26,0.38,1.5,0.061,12,120,0.99192,3.18,0.46,10.4,-33782.5421113838,236050.402645936,5
white,7,0.31,0.35,1.6,0.063,13,119,0.99184,3.22,0.5,10.7,2091.38880466422,210497.597408233,5
white,6.6,0.22,0.35,1.4,0.05,23,83,0.99019,3.17,0.48,12,-28150.9457259555,263597.550614311,7
white,5.8,0.23,0.31,3.5,0.044,35,158,0.98998,3.19,0.37,12.1,-11543.7890725847,220569.684328406,7
white,6.3,0.17,0.32,1,0.04,39,118,0.98886,3.31,0.4,13.1,-37525.7751776252,237229.83992971,8
white,6,0.19,0.26,1.4,0.039,30,104,0.98998,3.32,0.41,12.4,-17187.6301284821,267795.100413552,6
white,6.7,0.21,0.34,1.5,0.035,45,123,0.98949,3.24,0.36,12.6,-18615.5539350165,202022.562862544,7
white,7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,15489.1879116465,201721.471145428,7
white,6.6,0.22,0.37,1.6,0.04,31,101,0.99009,3.15,0.66,12,-15954.548777294,215258.261114304,5
white,6.8,0.34,0.27,5.2,0.06,14,169,0.99252,3.27,0.57,11.6,-32973.3556716853,219537.929574778,6
white,7.1,0.34,0.86,1.4,0.174,36,99,0.99288,2.92,0.5,9.3,-29130.4797696749,207862.859693442,5
white,6.3,0.24,0.22,11.9,0.05,65,179,0.99659,3.06,0.58,9.3,-22705.8971131143,196281.84059691,6
white,6.9,0.35,0.39,2.4,0.048,25,157,0.99133,3.2,0.54,11.1,-20090.1508562955,222902.88818407,7
white,6.8,0.24,0.33,3.2,0.049,68,161,0.99324,3.1,0.69,10.2,-45644.4283395542,229488.658873545,6
white,6.4,0.25,0.33,1.7,0.037,35,113,0.99164,3.23,0.66,10.6,-16227.8793737506,216076.268153654,6
white,5.8,0.19,0.33,4.2,0.038,49,133,0.99107,3.16,0.42,11.3,-11464.5722417218,270761.139174276,7
white,6.9,0.24,0.4,15.4,0.052,81,198,0.9986,3.2,0.69,9.4,7497.49808521878,193878.618974831,5
white,6.5,0.31,0.61,13,0.053,31,123,0.99708,3.09,0.5,9.3,14659.594286699,200856.448857966,6
white,6.6,0.25,0.32,5.6,0.039,15,68,0.99163,2.96,0.52,11.1,-18028.7418776471,267969.655030801,6
white,7.5,0.38,0.56,9.7,0.055,15,170,0.99605,3.13,0.65,9.9,-6923.74789512415,205396.678774624,6
white,6.2,0.3,0.3,2.5,0.041,29,82,0.99065,3.31,0.61,11.8,-23811.2129362447,266792.567610804,7
white,6.4,0.33,0.28,4,0.04,24,81,0.9903,3.26,0.64,12.6,-9768.69243456872,271260.50654467,7
white,6.9,0.24,0.4,15.4,0.052,81,198,0.9986,3.2,0.69,9.4,-33334.8797751092,187500.258974799,5
white,7.6,0.27,0.32,1.2,0.043,23,72,0.99236,3.06,0.68,10.5,-36287.0141104755,232636.685608789,5
white,5.9,0.24,0.34,2,0.037,40,108,0.98948,3.19,0.5,12.3,-18409.9395836289,216187.673113126,6
white,5.3,0.33,0.3,1.2,0.048,25,119,0.99045,3.32,0.62,11.3,-25540.1515905578,237727.653993111,6
white,6.4,0.21,0.21,5.1,0.097,21,105,0.9939,3.07,0.46,9.6,15513.2529191118,204343.259262241,5
white,7,0.22,0.3,1.4,0.04,14,63,0.98985,3.2,0.33,12,-28811.5127522933,260017.847607617,6
white,7.8,0.27,0.35,1.2,0.05,36,140,0.99138,3.09,0.45,11.2,-32514.8895532682,209759.705426462,5
white,6.7,0.2,0.24,6.5,0.044,28,100,0.99348,3.12,0.33,10.2,-32557.2657875202,265141.376121843,6
white,8.1,0.27,0.33,1.3,0.045,26,100,0.99066,2.98,0.44,12.4,-18781.9592981742,217720.800254659,6
white,6.7,0.2,0.24,6.5,0.044,28,100,0.99348,3.12,0.33,10.2,9071.96504235592,198699.864915096,6
white,7.1,0.45,0.24,2.7,0.04,24,87,0.98862,2.94,0.38,13.4,-29771.5862504327,238335.505758625,8
white,5.8,0.22,0.29,1.3,0.036,25,68,0.98865,3.24,0.35,12.6,-36070.5304758138,190412.603184211,6
white,6.3,0.3,0.48,7.4,0.053,34,149,0.99472,3.18,0.53,9.8,-45524.6092623972,229431.545407135,5
white,7.9,0.36,0.53,12.9,0.049,63,139,0.99792,2.94,0.45,9.1,-19958.5870117517,201536.428939784,5
white,8.1,0.27,0.33,1.3,0.045,26,100,0.99066,2.98,0.44,12.4,-17652.9038031213,203786.965691669,6
white,8,0.24,0.33,1.2,0.044,28,101,0.99035,3.03,0.43,12.5,-8586.27568156777,273335.97792774,6
white,6.7,0.41,0.27,2.6,0.033,25,85,0.99086,3.05,0.34,11.7,-11780.8673828395,200657.225636352,6
white,6.7,0.24,0.31,2.3,0.044,37,113,0.99013,3.29,0.46,12.9,-11425.2844323409,212906.616874171,6
white,6.2,0.3,0.32,1.3,0.054,27,183,0.99266,3.3,0.43,10.1,9774.42232331947,198632.850803949,5
white,6.9,0.26,0.38,10.5,0.044,33,139,0.99517,3.06,0.5,10.3,-37042.1499627207,205362.295461759,6
white,6.7,0.41,0.27,2.6,0.033,25,85,0.99086,3.05,0.34,11.7,-37040.3353107862,196806.767072183,6
white,5.9,0.32,0.2,14.4,0.05,29,144,0.99666,3.24,0.41,10.3,-21125.5773179578,237664.973895763,6
white,6.1,0.25,0.3,1.2,0.036,42,107,0.991,3.34,0.56,10.8,-9639.47530799852,272802.295683057,7
white,5.6,0.23,0.29,3.1,0.023,19,89,0.99068,3.25,0.51,11.2,5938.08865811854,191407.04268061,6
white,6.6,0.23,0.32,1.7,0.024,26,102,0.99084,3.29,0.6,11.8,9130.81124291114,192376.419889532,6
white,6,0.17,0.21,6,0.05,26,134,0.9939,3.08,0.54,9.8,-35854.4915966759,235021.260519907,6
white,7.1,0.38,0.42,11.8,0.041,32,193,0.99624,3.04,0.49,10,-25612.0479850949,252379.141934409,6
white,6.6,0.31,0.37,6.2,0.052,13,164,0.99602,3.24,0.39,8.8,-22972.9568677316,262560.833557153,4
white,6.5,0.38,0.53,1.4,0.142,5,69,0.9926,3.14,0.52,10.1,-16688.5242360203,194539.906784922,4
white,7,0.44,0.24,12.1,0.056,68,210,0.99718,3.05,0.5,9.5,-30476.8844091168,191216.86213884,5
white,7,0.44,0.24,12.1,0.056,68,210,0.99718,3.05,0.5,9.5,-19208.2060409164,189113.561921829,5
white,7,0.44,0.24,12.1,0.056,68,210,0.99718,3.05,0.5,9.5,-26500.4348773469,237525.186706533,5
white,6.1,0.38,0.14,3.9,0.06,27,113,0.99344,3.07,0.34,9.2,-11054.0381122549,271335.155049979,4
white,8,0.33,0.32,4.6,0.041,31,180,0.99184,2.92,0.74,12.2,-13485.3885120405,193435.92396504,6
white,7,0.44,0.24,12.1,0.056,68,210,0.99718,3.05,0.5,9.5,-25866.9539855285,208448.955147931,5
white,6,0.19,0.29,1.2,0.046,29,92,0.99033,3.22,0.53,11.3,-45894.1225995811,200420.202031806,6
white,6.3,0.28,0.34,8.1,0.038,44,129,0.99248,3.26,0.29,12.1,-16000.3778734099,206380.427975863,6
white,6.1,0.38,0.14,3.9,0.06,27,113,0.99344,3.07,0.34,9.2,-21084.8651635755,211754.991501175,4
white,5.3,0.43,0.11,1.1,0.029,6,51,0.99076,3.51,0.48,11.2,-30475.7905696651,267483.221305398,4
white,5.4,0.22,0.35,6.5,0.029,26,87,0.99092,3.29,0.44,12.5,-29939.9051128342,196436.936165088,7
white,6.2,0.345,0.27,10.1,0.056,38,187,0.99486,3.31,0.56,10.6,-14335.4039248255,269245.631201185,5
white,5.6,0.255,0.57,10.7,0.056,66,171,0.99464,3.25,0.61,10.4,15368.97412576,202463.768610175,7
white,5.2,0.2,0.27,3.2,0.047,16,93,0.99235,3.44,0.53,10.1,-9708.90565287383,269802.751777956,7
white,6.2,0.29,0.23,12.4,0.048,33,201,0.99612,3.11,0.56,9.9,-4158.79378119109,195130.777262702,6
white,6.3,0.26,0.25,5.2,0.046,11,133,0.99202,2.97,0.68,11,-36095.9944986028,236652.005332356,6
white,6,0.22,0.23,5,0.045,10,122,0.99261,2.94,0.63,10,-23689.1264594757,225621.520941757,6
white,7.5,0.35,0.37,2.5,0.066,29,89,0.98964,3.14,0.42,12.7,-29134.9378893079,207714.364944513,6
white,6.6,0.39,0.28,9.2,0.036,10,92,0.99206,3.07,0.35,12.1,-37212.7246096183,237205.020183287,6
white,6.3,0.23,0.33,6.9,0.052,23,118,0.9938,3.23,0.46,10.4,-16187.2244797842,194172.565297287,6
white,6.3,0.22,0.3,2,0.05,23,120,0.99204,3.24,0.47,10.4,-25653.7543917296,263950.439683978,6
white,6.4,0.29,0.18,15,0.04,21,116,0.99736,3.14,0.5,9.2,-10199.6724409718,269649.250536079,5
white,6.4,0.29,0.18,15,0.04,21,116,0.99736,3.14,0.5,9.2,-10337.0371548999,192089.651026316,5
white,7.5,0.23,0.3,1.2,0.03,27,80,0.99192,3.05,0.68,10.5,-22905.4686453502,212176.691903569,5
white,6.4,0.29,0.18,15,0.04,21,116,0.99736,3.14,0.5,9.2,-40549.2206292247,227164.465445561,5
white,5.7,0.28,0.36,1.8,0.041,38,90,0.99002,3.27,0.98,11.9,-32393.8412726659,261098.771188544,7
white,6.5,0.26,0.24,10.8,0.042,47,130,0.996,3.08,0.4,10.1,-27155.2502695163,197143.003708171,6
white,6.4,0.27,0.29,3.9,0.034,62,140,0.99237,3.1,0.59,11.1,12916.7259311225,201615.930957504,6
white,5.9,0.22,0.29,4.2,0.037,69,144,0.99214,3.13,0.74,10.8,20186.6697651432,205707.560256215,7
white,6.8,0.26,0.26,2,0.019,23.5,72,0.99041,3.16,0.47,11.8,11697.7363525752,196868.319079165,6
white,7.6,0.36,0.48,13.5,0.038,44,116,0.9982,3.04,0.48,9.2,-41541.3438521903,212208.938428047,5
white,7.6,0.35,0.47,13.3,0.037,42,116,0.99822,3.04,0.5,9.2,-47694.6560947923,218492.133080852,5
white,5.7,0.18,0.26,2.2,0.023,21,95,0.9893,3.07,0.54,12.3,-21351.0101380452,220670.94799746,6
white,6.6,0.36,0.47,1.4,0.145,26,124,0.99274,3.09,0.56,10.1,-38572.7871753994,230800.547199145,6
white,5.9,0.14,0.2,1.6,0.04,26,114,0.99105,3.25,0.45,11.4,-28718.7336180633,266818.44331843,6
white,5.5,0.23,0.19,2.2,0.044,39,161,0.99209,3.19,0.43,10.4,-24095.7183102962,235550.874210409,6
white,6.7,0.11,0.26,14.8,0.053,44,95,0.99676,3.2,0.35,9.8,-15229.8354536746,268486.737585788,6
white,7,0.24,0.24,1.8,0.047,29,91,0.99251,3.3,0.43,9.9,-33935.1117150208,235298.311918468,6
white,6.7,0.11,0.26,14.8,0.053,44,95,0.99676,3.2,0.35,9.8,-26019.1983534455,263946.244459804,6
white,5.3,0.47,0.1,1.3,0.036,11,74,0.99082,3.48,0.54,11.2,-22759.7445970075,222224.750921428,4
white,7.5,0.29,0.24,9.9,0.058,25,115,0.99567,3.15,0.46,10.9,18929.1425375299,203512.82797871,5
white,6,0.33,0.26,5.1,0.051,16,119,0.99416,3.15,0.41,9.2,-33270.6549475133,207506.783012798,5
white,6,0.33,0.26,5.1,0.051,16,119,0.99416,3.15,0.41,9.2,-22545.7934892166,222657.009519358,5
white,5.8,0.32,0.23,1.5,0.033,39,121,0.9887,2.96,0.35,12,13050.4619919124,204717.569102057,5
white,5.8,0.3,0.23,1.5,0.034,37,121,0.98871,2.96,0.34,12.1,-27844.1047145267,261156.56877735,6
white,3.8,0.31,0.02,11.1,0.036,20,114,0.99248,3.75,0.44,12.4,-25691.9310559525,238821.470024598,6
white,6.2,0.36,0.22,5.25,0.038,44,145,0.99184,3.22,0.4,11.2,-26011.0187357516,264241.261730021,6
white,6,0.31,0.27,2.3,0.042,19,120,0.98952,3.32,0.41,12.7,-13439.851680358,205397.523777284,7
white,6.9,0.52,0.54,7.9,0.036,23,169,0.99267,3.26,0.47,12.2,-36426.8932491642,236304.121918005,6
white,7,0.55,0.05,8,0.036,19,164,0.99269,3.26,0.46,12.2,-13942.1229384136,193802.503195585,6
white,5.8,0.2,0.16,1.4,0.042,44,99,0.98912,3.23,0.37,12.2,-7050.93054468653,199296.409774565,6
white,6.2,0.36,0.22,5.25,0.038,44,145,0.99184,3.22,0.4,11.2,-357.762425994826,201229.490328838,6
white,6,0.31,0.27,2.3,0.042,19,120,0.98952,3.32,0.41,12.7,-32168.3925804122,232520.676997079,7
white,6,0.29,0.27,2.3,0.044,20,117,0.9895,3.31,0.41,12.7,-41318.5501098254,217272.369460493,7
white,5.7,0.22,0.29,3.5,0.04,27,146,0.98999,3.17,0.36,12.1,-29683.8630410576,197718.261981984,6
white,7.1,0.46,0.23,13.7,0.045,44,192,0.9981,3.11,0.53,9.4,16169.494535086,205347.015714409,5
white,6.6,0.21,0.3,9.9,0.041,64,174,0.995,3.07,0.5,10.1,-14162.8613618573,202623.232532696,6
white,6.9,0.42,0.2,15.4,0.043,57,201,0.99848,3.08,0.54,9.4,-35089.9920492594,208764.6379168,5
white,5.7,0.22,0.2,16,0.044,41,113,0.99862,3.22,0.46,8.9,-42109.540478435,254348.746388645,6
white,5.7,0.22,0.2,16,0.044,41,113,0.99862,3.22,0.46,8.9,-18807.5924449465,194195.841994407,6
white,5.7,0.22,0.2,16,0.044,41,113,0.99862,3.22,0.46,8.9,-5610.63903932039,196441.906628961,6
white,5.7,0.22,0.2,16,0.044,41,113,0.99862,3.22,0.46,8.9,-31449.5920774265,191393.170509423,6
white,5.2,0.31,0.2,2.4,0.027,27,117,0.98886,3.56,0.45,13,-30916.6558401539,236190.970651931,7
white,7.2,0.22,0.35,5.5,0.054,37,183,0.99474,3.08,0.5,10.3,8989.89958728652,191051.514490823,5
white,5.6,0.18,0.29,2.3,0.04,5,47,0.99126,3.07,0.45,10.1,-30013.8272222876,259812.973452703,4
white,6.2,0.24,0.27,16.8,0.04,48,129,0.99691,3.23,0.38,10.5,-20710.7768594696,204688.062198984,6
white,5.7,0.22,0.2,16,0.044,41,113,0.99862,3.22,0.46,8.9,-32321.9237402965,261129.288160625,6
white,5.7,0.26,0.24,17.8,0.059,23,124,0.99773,3.3,0.5,10.1,18952.7515064716,203111.565981578,5
white,5.7,0.26,0.24,17.8,0.059,23,124,0.99773,3.3,0.5,10.1,-18323.0413703098,214977.260303272,5
white,6,0.2,0.26,6.8,0.049,22,93,0.9928,3.15,0.42,11,-29177.3077364923,194021.897554398,6
white,6,0.2,0.26,6.8,0.049,22,93,0.9928,3.15,0.42,11,-25697.2131218234,264033.030407319,6
white,6,0.2,0.26,6.8,0.049,22,93,0.9928,3.15,0.42,11,3661.48032815444,187421.88406048,6
white,6,0.2,0.26,6.8,0.049,22,93,0.9928,3.15,0.42,11,-26318.1080700801,239025.130641063,6
white,7.6,0.28,0.17,1.6,0.046,28,117,0.99288,3.08,0.43,10,-54510.2745377264,220460.462394166,5
white,7,0.2,0.33,4.7,0.03,25,76,0.99202,2.88,0.54,10.5,-3035.64581892956,195394.61929226,6
white,6.6,0.26,0.27,11.8,0.048,28,112,0.99606,2.87,0.49,9.7,-18013.5092592734,214511.544471844,6
white,5.7,0.26,0.24,17.8,0.059,23,124,0.99773,3.3,0.5,10.1,-28536.9248620563,262577.548151684,5
white,7.2,0.21,0.36,15.7,0.045,68,183,0.99922,3.25,0.76,9.4,-20878.0551126098,220248.958506595,5
white,6.9,0.22,0.32,5.8,0.041,20,119,0.99296,3.17,0.55,11.2,-27568.825456382,191858.310219073,6
white,7.2,0.21,0.36,15.7,0.045,68,183,0.99922,3.25,0.76,9.4,-14558.4373503517,206036.798768969,5
white,7.4,0.22,0.28,9,0.046,22,121,0.99468,3.1,0.55,10.8,-27653.5592703335,261153.59744711,5
white,7.2,0.21,0.36,15.7,0.045,68,183,0.99922,3.25,0.76,9.4,16132.2539456178,199703.48460577,5
white,6.9,0.22,0.32,5.8,0.041,20,119,0.99296,3.17,0.55,11.2,-37338.4393912124,237103.436138809,6
white,7,0.2,0.35,8.8,0.037,31,103,0.99388,3.13,0.49,11,-36932.7749632389,223017.485629173,6
white,5.6,0.26,0,10.2,0.038,13,111,0.99315,3.44,0.46,12.4,3117.80638097938,185698.708370498,6
white,6.3,0.28,0.3,6.6,0.208,60,154,0.99478,3.1,0.4,9.4,-37869.8151508328,196262.035014014,6
white,6.4,0.29,0.3,6.5,0.209,62,156,0.99478,3.1,0.4,9.4,-25444.9735772767,265543.652512189,5
white,7.2,0.34,0.23,8.9,0.105,22,155,0.99692,3.01,0.58,9.5,-27922.0503296092,202205.66699015,5
white,7.1,0.39,0.39,11.1,0.034,25,204,0.99616,3.05,0.52,10,-28069.7203678537,237531.373649519,6
white,6.9,0.26,0.29,4.2,0.043,33,114,0.9902,3.16,0.31,12.5,-621.570663559191,199724.849317315,6
white,6.1,0.24,0.25,1.6,0.044,24,115,0.9921,3.39,0.59,10.9,20188.9546575694,206467.688565293,6
white,5.9,0.25,0.24,7.4,0.044,21,113,0.99462,3.38,0.58,10.5,-2526.79440962245,200242.936234299,6
white,6.1,0.24,0.27,11.5,0.05,51,133,0.99476,3.22,0.37,10.8,-30176.8770632895,258652.361482397,6
white,6.5,0.22,0.27,1.6,0.039,36,116,0.99178,3.38,0.57,11,21839.4095492633,206144.755171386,7
