retail client,article code,promotion type,week,year
Jumbo,842976,seasonal,28,2019
Jumbo,842940,seasonal,28,2019
Jumbo,842973,seasonal,28,2019
Jumbo,897781,seasonal,28,2019
Jumbo,882408,seasonal,28,2019
Jumbo,876395,seasonal,28,2019
Jumbo,901067,seasonal,28,2019
Jumbo,901065,seasonal,28,2019
Jumbo,811498,seasonal,28,2019
Jumbo,902313,seasonal,28,2019
Jumbo,891432,seasonal,28,2019
Jumbo,874287,regular,28,2019
Jumbo,901062,regular,28,2019
Jumbo,900964,regular,28,2019
Jumbo,900967,regular,28,2019
Jumbo,901060,regular,28,2019
Jumbo,900962,regular,28,2019
Jumbo,900975,regular,28,2019
Jumbo,900963,regular,28,2019
Jumbo,900961,regular,28,2019
Jumbo,900968,regular,28,2019
Jumbo,900958,regular,28,2019
Jumbo,900959,regular,28,2019
Jumbo,900957,regular,28,2019
Jumbo,900977,regular,28,2019
Jumbo,903781,regular,28,2019
Jumbo,903778,regular,28,2019
Jumbo,903779,regular,28,2019
Jumbo,903780,regular,28,2019
Jumbo,903777,regular,28,2019
Jumbo,900970,regular,28,2019
Jumbo,882408,regular,28,2019
Detailresult,891565,regular,29,2019
Detailresult,891538,regular,29,2019
Detailresult,887746,regular,29,2019
Detailresult,896647,regular,29,2019
Detailresult,895923,regular,29,2019
Detailresult,897198,regular,29,2019
Detailresult,901172,regular,29,2019
Detailresult,899777,regular,29,2019
Detailresult,812215,regular,29,2019
Detailresult,900578,regular,29,2019
Detailresult,899561,regular,29,2019
Detailresult,819962,regular,29,2019
Poiesz,865732,week,29,2019
Poiesz,814311,week,29,2019
Poiesz,903104,week,29,2019
Poiesz,880235,week,29,2019
Jan Linders,814311,week,29,2019
Plus,893548,weekend,29,2019
Plus,889415,week,29,2019
Plus,903546,week,29,2019
Plus,899849,week,29,2019
Plus,894390,week,29,2019
Plus,895923,week,29,2019
Hoogvliet,899777,regular,29,2019
Jumbo,814313,regular,29,2019
Jumbo,807906,regular,29,2019
Jumbo,903820,regular,29,2019
Jumbo,903673,regular,29,2019
Jumbo,882408,seasonal,29,2019
Jumbo,882637,seasonal,29,2019
Jumbo,880094,seasonal,29,2019
Jumbo,891756,seasonal,29,2019
Jumbo,880239,seasonal,29,2019
Jumbo,902313,seasonal,29,2019
Jumbo,891432,seasonal,29,2019
Jumbo,,regular,29,2019
Plus,902890,week,30,2019
Plus,882656,week,30,2019
Plus,888295,week,30,2019
Plus,901654,week,30,2019
Plus,266127,weekend,30,2019
Plus,889905,weekend,30,2019
Plus,898075,week,30,2019
Plus,822964,week,30,2019
Detailresult,902205,week,30,2019
Detailresult,901172,week,30,2019
Detailresult,901878,week,30,2019
Detailresult,887915,week,30,2019
Detailresult,896437,week,30,2019
Detailresult,901103,week,30,2019
Detailresult,822964,week,30,2019
Vomar,814312,week,30,2019
Boni,901172,regular,30,2019
Poiesz,902164,week,30,2019
Poiesz,808456,week,30,2019
Poiesz,879357,week,30,2019
Poiesz,880889,week,30,2019
Poiesz,880235,regular,30,2019
Hoogvliet,875988,regular,30,2019
Jumbo,903673,regular,30,2019
Jumbo,890071,regular,30,2019
Jumbo,264654,regular,30,2019
Jumbo,882408,seasonal,30,2019
Jumbo,882637,seasonal,30,2019
Jumbo,880094,seasonal,30,2019
Jumbo,891756,seasonal,30,2019
Jumbo,880239,seasonal,30,2019
Jumbo,902313,seasonal,30,2019
Jumbo,891432,seasonal,30,2019
Jumbo,885176,regular,30,2019
Detailresult,899561,week,31,2019
Detailresult,811366,week,31,2019
Detailresult,903537,regular,31,2019
Detailresult,819962,week,31,2019
Detailresult,822964,regular,31,2019
Detailresult,897853,week,31,2019
Hoogvliet,865643,regular,31,2019
Hoogvliet,807904,regular,31,2019
Hoogvliet,891391,regular,31,2019
Hoogvliet,895134,regular,31,2019
Plus,889457,week,31,2019
Plus,886731,week,31,2019
Plus,894390,week,31,2019
Plus,901883,week,31,2019
Plus,877395,week,31,2019
Plus,893548,weekend,31,2019
Deen,814313,week,31,2019
Deen,899849,regular,31,2019
Poiesz,880235,week,31,2019
Poiesz,863672,week,31,2019
Poiesz,839898,week,31,2019
Vomar,895933,week,31,2019
Jumbo,880248,regular,31,2019
Jumbo,890071,regular,31,2019
Jumbo,903673,regular,31,2019
Jumbo,901172,regular,31,2019
Jumbo,833645,regular,31,2019
Jumbo,882408,seasonal,31,2019
Jumbo,882637,seasonal,31,2019
Jumbo,880094,seasonal,31,2019
Jumbo,891756,seasonal,31,2019
Jumbo,880239,seasonal,31,2019
Jumbo,902313,seasonal,31,2019
Jumbo,891432,seasonal,31,2019
Jumbo,885176,regular,31,2019
Detailresult,901172,week,32,2019
Detailresult,822964,week,32,2019
Detailresult,811366,regular,32,2019
Detailresult,903537,week,32,2019
Detailresult,897198,week,32,2019
Plus,880296,week,32,2019
Plus,899777,week,32,2019
Plus,898075,week,32,2019
Plus,822964,week,32,2019
Plus,904692,week,32,2019
Poiesz,891403,week,32,2019
Poiesz,891391,week,32,2019
Poiesz,808557,week,32,2019
Poiesz,822964,week,32,2019
Vomar,822964,week,32,2019
Vomar,262005,week,32,2019
Jumbo,880248,regular,32,2019
Jumbo,891655,regular,32,2019
Jumbo,899856,regular,32,2019
Jumbo,882408,seasonal,32,2019
Jumbo,882637,seasonal,32,2019
Jumbo,880094,seasonal,32,2019
Jumbo,891756,seasonal,32,2019
Jumbo,880239,seasonal,32,2019
Jumbo,902313,seasonal,32,2019
Jumbo,891432,seasonal,32,2019
Jumbo,885176,regular,32,2019
Jumbo,903673,regular,32,2019
Plus,898195,week,33,2019
Plus,893548,weekend,33,2019
Plus,803281,week,33,2019
Detailresult,898201,regular,33,2019
Detailresult,819962,week,33,2019
Detailresult,899849,week,33,2019
Detailresult,899777,week,33,2019
Detailresult,897198,regular,33,2019
Poiesz,903104,week,33,2019
Poiesz,863672,regular,33,2019
Jan Linders,814311,week,33,2019
Smeding,807905,week,33,2019
Vomar,865732,week,33,2019
Jumbo,903673,regular,33,2019
Jumbo,833645,regular,33,2019
Jumbo,805689,regular,33,2019
Jumbo,882408,seasonal,33,2019
Jumbo,882637,seasonal,33,2019
Jumbo,880094,seasonal,33,2019
Jumbo,891756,seasonal,33,2019
Jumbo,880239,seasonal,33,2019
Jumbo,902313,seasonal,33,2019
Jumbo,891432,seasonal,33,2019
Jumbo,885176,regular,33,2019
Detailresult,898201,week,34,2019
Detailresult,899561,week,34,2019
Detailresult,901103,week,34,2019
Detailresult,897198,week,34,2019
Detailresult,807886,week,34,2019
Detailresult,814313,week,34,2019
Plus,888084,week,34,2019
Plus,822964,week,34,2019
Plus,897084,week,34,2019
Plus,891391,week,34,2019
Plus,891828,weekend,34,2019
Poiesz,891403,week,34,2019
Poiesz,891391,week,34,2019
Poiesz,899849,week,34,2019
Poiesz,808456,week,34,2019
Poiesz,822964,week,34,2019
Poiesz,879357,week,34,2019
Boon,814310,weekend,34,2019
Vomar,812714,week,34,2019
Vomar,896311,week,34,2019
Deen,895923,week,34,2019
Jumbo,264648,regular,34,2019
Jumbo,888490,seasonal,34,2019
Jumbo,903996,seasonal,34,2019
Jumbo,903993,seasonal,34,2019
Jumbo,882630,seasonal,34,2019
Jumbo,886485,seasonal,34,2019
Jumbo,842940,seasonal,34,2019
Jumbo,884946,seasonal,34,2019
Jumbo,842976,seasonal,34,2019
Jumbo,897781,seasonal,34,2019
Jumbo,873984,regular,34,2019
Plus,898075,week,35,2019
Plus,899849,week,35,2019
Plus,888295,week,35,2019
Plus,889005,week,35,2019
Plus,882656,week,35,2019
Plus,902890,week,35,2019
Plus,894390,weekend,35,2019
Plus,886160,week,35,2019
Plus,886159,week,35,2019
Plus,886157,week,35,2019
Plus,886158,week,35,2019
Plus,886161,week,35,2019
Plus,897245,week,35,2019
Plus,897246,week,35,2019
Detailresult,811366,week,35,2019
Detailresult,901266,week,35,2019
Detailresult,902811,week,35,2019
Detailresult,822964,week,35,2019
Detailresult,887915,week,35,2019
Vomar,814312,week,35,2019
Deen,814311,week,35,2019
Deen,808406,week,35,2019
Poiesz,823328,week,35,2019
Poiesz,903537,week,35,2019
Poiesz,865732,week,35,2019
Poiesz,814311,week,35,2019
Jumbo,902397,regular,35,2019
Jumbo,904792,regular,35,2019
Jumbo,904795,regular,35,2019
Jumbo,903229,regular,35,2019
Jumbo,262784,regular,35,2019
Jumbo,888490,seasonal,35,2019
Jumbo,903992,seasonal,35,2019
Jumbo,905886,seasonal,35,2019
Jumbo,882630,seasonal,35,2019
Jumbo,886485,seasonal,35,2019
Jumbo,842940,seasonal,35,2019
Jumbo,884946,seasonal,35,2019
Jumbo,842976,seasonal,35,2019
Jumbo,897781,seasonal,35,2019
Jumbo,905789,regular,35,2019
Detailresult,887915,week,36,2019
Detailresult,902811,week,36,2019
Detailresult,811366,week,36,2019
Detailresult,899849,week,36,2019
Plus,899777,week,36,2019
Plus,810560,week,36,2019
Plus,805721,week,36,2019
Plus,889457,week,36,2019
Poiesz,882069,week,36,2019
Poiesz,808557,week,36,2019
Poiesz,902164,weekend,36,2019
Hoogvliet,900101,regular,36,2019
Hoogvliet,807904,regular,36,2019
Hoogvliet,865643,regular,36,2019
Boni,905369,regular,36,2019
Jumbo,902397,regular,36,2019
Jumbo,880890,regular,36,2019
Jumbo,899855,regular,36,2019
Jumbo,888490,seasonal,36,2019
Jumbo,903996,seasonal,36,2019
Jumbo,903993,seasonal,36,2019
Jumbo,882630,seasonal,36,2019
Jumbo,886485,seasonal,36,2019
Jumbo,842940,seasonal,36,2019
Jumbo,884946,seasonal,36,2019
Jumbo,842976,seasonal,36,2019
Jumbo,897781,seasonal,36,2019
Jumbo,905789,regular,36,2019
Jumbo,901062,regular,36,2019
Jumbo,900970,regular,36,2019
Jumbo,900964,regular,36,2019
Jumbo,903779,regular,36,2019
Jumbo,900967,regular,36,2019
Jumbo,903780,regular,36,2019
Jumbo,901060,regular,36,2019
Jumbo,900962,regular,36,2019
Jumbo,900975,regular,36,2019
Jumbo,903781,regular,36,2019
Jumbo,900961,regular,36,2019
Jumbo,903777,regular,36,2019
Jumbo,900968,regular,36,2019
Jumbo,900958,regular,36,2019
Jumbo,900957,regular,36,2019
Detailresult,901172,week,37,2019
Detailresult,897198,week,37,2019
Detailresult,902811,week,37,2019
Detailresult,819962,week,37,2019
Detailresult,811366,week,37,2019
Detailresult,901103,week,37,2019
Hoogvliet,262005,regular,37,2019
Plus,888084,week,37,2019
Plus,893879,week,37,2019
Plus,807903,week,37,2019
Plus,906249,week,37,2019
Boni,,regular,37,2019
Vomar,865732,week,37,2019
Poiesz,865732,week,37,2019
Poiesz,896437,week,37,2019
Poiesz,808557,week,37,2019
Jumbo,902397,regular,37,2019
Jumbo,875392,regular,37,2019
Jumbo,903996,seasonal,37,2019
Jumbo,905886,seasonal,37,2019
Jumbo,888655,seasonal,37,2019
Jumbo,888490,seasonal,37,2019
Jumbo,883864,regular,37,2019
Detailresult,902205,week,38,2019
Detailresult,895923,week,38,2019
Detailresult,819962,regular,38,2019
Vomar,814312,week,38,2019
Plus,894987,week,38,2019
Plus,822188,week,38,2019
Plus,803281,week,38,2019
Smeding,814312,week,38,2019
Boni,891403,regular,38,2019
Boni,891391,regular,38,2019
Jumbo,882637,regular,38,2019
Jumbo,842940,regular,38,2019
Jumbo,884946,regular,38,2019
Jumbo,842976,regular,38,2019
Jumbo,897781,regular,38,2019
Jumbo,903996,seasonal,38,2019
Jumbo,905886,seasonal,38,2019
Jumbo,888655,seasonal,38,2019
Jumbo,888490,seasonal,38,2019
Jumbo,883864,regular,38,2019
Plus,895255,week,39,2019
Plus,899777,week,39,2019
Plus,901654,week,39,2019
Plus,906249,week,39,2019
Plus,900508,week,39,2019
Plus,893548,weekend,39,2019
Plus,907592,regular,39,2019
Detailresult,898200,week,39,2019
Detailresult,895923,week,39,2019
Detailresult,903537,week,39,2019
Detailresult,811366,week,39,2019
Detailresult,822964,week,39,2019
Boni,231643,regular,39,2019
Jan Linders,807905,week,39,2019
Jan Linders,814311,week,39,2019
Poiesz,880235,week,39,2019
Boon,807908,week,39,2019
Boon,879357,week,39,2019
Vomar,865732,week,39,2019
Jumbo,882637,regular,39,2019
Jumbo,842940,regular,39,2019
Jumbo,884946,regular,39,2019
Jumbo,842976,regular,39,2019
Jumbo,897781,regular,39,2019
Jumbo,903996,seasonal,39,2019
Jumbo,905886,seasonal,39,2019
Jumbo,888655,seasonal,39,2019
Jumbo,888490,seasonal,39,2019
Jumbo,883864,regular,39,2019
Detailresult,893356,week,40,2019
Detailresult,898200,week,40,2019
Detailresult,901878,week,40,2019
Detailresult,804912,week,40,2019
Detailresult,887915,week,40,2019
Detailresult,897198,week,40,2019
Boni,905369,regular,40,2019
Boni,843295,regular,40,2019
Hoogvliet,865643,regular,40,2019
Hoogvliet,807904,regular,40,2019
Plus,823345,week,40,2019
Plus,895923,week,40,2019
Plus,893879,week,40,2019
Plus,891391,week,40,2019
Plus,891403,week,40,2019
Vomar,895933,week,40,2019
Deen,865640,week,40,2019
Poiesz,808557,week,40,2019
Jumbo,902397,regular,40,2019
Jumbo,891261,regular,40,2019
Jumbo,903996,seasonal,40,2019
Jumbo,905886,seasonal,40,2019
Jumbo,888655,seasonal,40,2019
Jumbo,888490,seasonal,40,2019
Jumbo,883864,regular,40,2019
Detailresult,814313,week,41,2019
Detailresult,884230,week,41,2019
Detailresult,899777,week,41,2019
Detailresult,819962,week,41,2019
Detailresult,897198,week,41,2019
Plus,903546,week,41,2019
Plus,898195,week,41,2019
Plus,899777,week,41,2019
Plus,888085,week,41,2019
Hoogvliet,262005,regular,41,2019
Jumbo,907579,regular,41,2019
Jumbo,,seasonal,41,2019
Jumbo,,seasonal,41,2019
Jumbo,884048,regular,41,2019
Jumbo,880381,seasonal,41,2019
Jumbo,901087,seasonal,41,2019
Jumbo,901450,seasonal,41,2019
Jumbo,818517,seasonal,41,2019
Jumbo,880432,seasonal,41,2019
Jumbo,863586,seasonal,41,2019
Jumbo,863586,seasonal,41,2019
Jumbo,895129,seasonal,41,2019
Jumbo,901424,seasonal,41,2019
Jumbo,881065,seasonal,41,2019
Jumbo,880420,seasonal,41,2019
Jumbo,880401,seasonal,41,2019
Jumbo,841774,seasonal,41,2019
Jumbo,880434,seasonal,41,2019
Jumbo,882815,seasonal,41,2019
Jumbo,901805,seasonal,41,2019
Jumbo,901804,seasonal,41,2019
Jumbo,818522,seasonal,41,2019
Jumbo,880421,seasonal,41,2019
Jumbo,818521,seasonal,41,2019
Jumbo,880442,seasonal,41,2019
Jumbo,880418,seasonal,41,2019
Jumbo,882816,seasonal,41,2019
Jumbo,900494,seasonal,41,2019
Jumbo,,seasonal,41,2019
Jumbo,233511,seasonal,41,2019
Jumbo,877261,seasonal,41,2019
Jumbo,880417,seasonal,41,2019
Jumbo,835349,seasonal,41,2019
Jumbo,880419,seasonal,41,2019
Jumbo,903556,seasonal,41,2019
Jumbo,825440,seasonal,41,2019
Jumbo,897540,seasonal,41,2019
Jumbo,896065,seasonal,41,2019
Detailresult,814313,week,42,2019
Detailresult,897853,week,42,2019
Detailresult,807905,week,42,2019
Plus,893548,week,42,2019
Plus,894987,week,42,2019
Plus,822188,week,42,2019
Plus,886739,weekend,42,2019
Plus,886741,weekend,42,2019
Plus,892634,weekend,42,2019
Plus,886738,weekend,42,2019
Plus,886740,weekend,42,2019
Plus,892633,weekend,42,2019
Hoogvliet,900101,regular,42,2019
Jan Linders,814311,week,42,2019
Jan Linders,893878,week,42,2019
Vomar,865732,week,42,2019
Poiesz,902164,week,42,2019
Poiesz,903105,week,42,2019
Smeding,814313,week,42,2019
Smeding,814312,week,42,2019
Smeding,814311,week,42,2019
Jumbo,884724,regular,42,2019
Jumbo,899777,regular,42,2019
Jumbo,,seasonal,42,2019
Jumbo,,seasonal,42,2019
Jumbo,900967,regular,42,2019
Jumbo,907586,regular,42,2019
Jumbo,907584,regular,42,2019
Jumbo,907585,regular,42,2019
Jumbo,900962,regular,42,2019
Jumbo,900975,regular,42,2019
Jumbo,907583,regular,42,2019
Jumbo,903781,regular,42,2019
Jumbo,903777,regular,42,2019
Jumbo,900960,regular,42,2019
Jumbo,907587,regular,42,2019
Jumbo,900958,regular,42,2019
Jumbo,900959,regular,42,2019
Jumbo,900957,regular,42,2019
Jumbo,907588,regular,42,2019
Jumbo,884048,regular,42,2019
Jumbo,880381,seasonal,42,2019
Jumbo,901087,seasonal,42,2019
Jumbo,901450,seasonal,42,2019
Jumbo,818517,seasonal,42,2019
Jumbo,880432,seasonal,42,2019
Jumbo,863586,seasonal,42,2019
Jumbo,863586,seasonal,42,2019
Jumbo,895129,seasonal,42,2019
Jumbo,901424,seasonal,42,2019
Jumbo,881065,seasonal,42,2019
Jumbo,880420,seasonal,42,2019
Jumbo,880401,seasonal,42,2019
Jumbo,841774,seasonal,42,2019
Jumbo,880434,seasonal,42,2019
Jumbo,882815,seasonal,42,2019
Jumbo,901805,seasonal,42,2019
Jumbo,901804,seasonal,42,2019
Jumbo,818522,seasonal,42,2019
Jumbo,880421,seasonal,42,2019
Jumbo,818521,seasonal,42,2019
Jumbo,880442,seasonal,42,2019
Jumbo,880418,seasonal,42,2019
Jumbo,882816,seasonal,42,2019
Jumbo,900494,seasonal,42,2019
Jumbo,,seasonal,42,2019
Jumbo,233511,seasonal,42,2019
Jumbo,877261,seasonal,42,2019
Jumbo,880417,seasonal,42,2019
Jumbo,835349,seasonal,42,2019
Jumbo,880419,seasonal,42,2019
Jumbo,903556,seasonal,42,2019
Jumbo,825440,seasonal,42,2019
Jumbo,897540,seasonal,42,2019
Jumbo,896065,seasonal,42,2019
Plus,907840,week,43,2019
Plus,807903,weekend,43,2019
Poiesz,262277,week,43,2019
Vomar,818583,week,43,2019
Detailresult,811366,week,43,2019
Detailresult,903537,week,43,2019
Detailresult,811309,week,43,2019
Hoogvliet,893881,regular,43,2019
Jan Linders,807905,week,43,2019
Jumbo,907579,regular,43,2019
Jumbo,,seasonal,43,2019
Jumbo,811328,seasonal,43,2019
Jumbo,884048,regular,43,2019
Jumbo,880381,seasonal,43,2019
Jumbo,901087,seasonal,43,2019
Jumbo,901450,seasonal,43,2019
Jumbo,818517,seasonal,43,2019
Jumbo,880432,seasonal,43,2019
Jumbo,863586,seasonal,43,2019
Jumbo,863586,seasonal,43,2019
Jumbo,895129,seasonal,43,2019
Jumbo,901424,seasonal,43,2019
Jumbo,881065,seasonal,43,2019
Jumbo,880420,seasonal,43,2019
Jumbo,880401,seasonal,43,2019
Jumbo,841774,seasonal,43,2019
Jumbo,880434,seasonal,43,2019
Jumbo,882815,seasonal,43,2019
Jumbo,901805,seasonal,43,2019
Jumbo,901804,seasonal,43,2019
Jumbo,818522,seasonal,43,2019
Jumbo,880421,seasonal,43,2019
Jumbo,818521,seasonal,43,2019
Jumbo,880442,seasonal,43,2019
Jumbo,880418,seasonal,43,2019
Jumbo,882816,seasonal,43,2019
Jumbo,900494,seasonal,43,2019
Jumbo,,seasonal,43,2019
Jumbo,233511,seasonal,43,2019
Jumbo,877261,seasonal,43,2019
Jumbo,880417,seasonal,43,2019
Jumbo,835349,seasonal,43,2019
Jumbo,880419,seasonal,43,2019
Jumbo,903556,seasonal,43,2019
Jumbo,825440,seasonal,43,2019
Jumbo,897540,seasonal,43,2019
Jumbo,896065,seasonal,43,2019
Detailresult,902754,week,44,2019
Detailresult,899777,week,44,2019
Detailresult,888334,week,44,2019
Plus,907730,week,44,2019
Plus,889416,week,44,2019
Plus,907361,week,44,2019
Plus,888085,week,44,2019
Plus,895923,week,44,2019
Plus,907806,week,44,2019
Plus,906247,week,44,2019
Jan Linders,893878,week,44,2019
Poiesz,808557,week,44,2019
Poiesz,894869,week,44,2019
Deen,262005,regular,44,2019
Boni,905369,regular,44,2019
Boni,906920,regular,44,2019
Jumbo,902397,regular,44,2019
Jumbo,262784,regular,44,2019
Jumbo,884724,regular,44,2019
Jumbo,894376,seasonal,44,2019
Jumbo,811328,seasonal,44,2019
Jumbo,884048,regular,44,2019
Jumbo,880381,seasonal,44,2019
Jumbo,901087,seasonal,44,2019
Jumbo,901450,seasonal,44,2019
Jumbo,818517,seasonal,44,2019
Jumbo,880432,seasonal,44,2019
Jumbo,863586,seasonal,44,2019
Jumbo,863586,seasonal,44,2019
Jumbo,895129,seasonal,44,2019
Jumbo,901424,seasonal,44,2019
Jumbo,881065,seasonal,44,2019
Jumbo,880420,seasonal,44,2019
Jumbo,880401,seasonal,44,2019
Jumbo,841774,seasonal,44,2019
Jumbo,880434,seasonal,44,2019
Jumbo,882815,seasonal,44,2019
Jumbo,901805,seasonal,44,2019
Jumbo,901804,seasonal,44,2019
Jumbo,818522,seasonal,44,2019
Jumbo,880421,seasonal,44,2019
Jumbo,818521,seasonal,44,2019
Jumbo,880442,seasonal,44,2019
Jumbo,880418,seasonal,44,2019
Jumbo,882816,seasonal,44,2019
Jumbo,900494,seasonal,44,2019
Jumbo,233511,seasonal,44,2019
Jumbo,877261,seasonal,44,2019
Jumbo,880417,seasonal,44,2019
Jumbo,835349,seasonal,44,2019
Jumbo,880419,seasonal,44,2019
Jumbo,903556,seasonal,44,2019
Jumbo,825440,seasonal,44,2019
Jumbo,897540,seasonal,44,2019
Jumbo,896065,seasonal,44,2019
Hoogvliet,841044,regular,45,2019
Hoogvliet,865732,regular,45,2019
Detailresult,897198,week,45,2019
Detailresult,901172,week,45,2019
Detailresult,819962,week,45,2019
Plus,886739,week,45,2019
Plus,886741,week,45,2019
Plus,892634,week,45,2019
Plus,886738,week,45,2019
Plus,886740,week,45,2019
Plus,892633,week,45,2019
Plus,893879,week,45,2019
Plus,807903,week,45,2019
Jan Linders,807905,week,45,2019
Poiesz,865732,week,45,2019
Boon,813326,week,45,2019
Boni,262005,regular,45,2019
Boni,231643,regular,45,2019
Jumbo,894374,seasonal,45,2019
Jumbo,903989,seasonal,45,2019
Jumbo,882641,seasonal,45,2019
Jumbo,811328,seasonal,45,2019
Jumbo,888490,seasonal,45,2019
Jumbo,842940,seasonal,45,2019
Jumbo,884946,seasonal,45,2019
Jumbo,842976,seasonal,45,2019
Jumbo,897781,seasonal,45,2019
Jumbo,883123,regular,45,2019
Boni,906920,regular,46,2019
Boni,905369,regular,46,2019
Detailresult,901103,week,46,2019
Detailresult,902754,week,46,2019
Detailresult,887316,week,46,2019
Detailresult,819962,week,46,2019
Detailresult,895923,week,46,2019
Plus,894396,week,46,2019
Plus,902890,week,46,2019
Plus,883854,week,46,2019
Plus,888295,week,46,2019
Plus,889005,week,46,2019
Plus,802315,week,46,2019
Plus,883982,week,46,2019
Smeding,865734,week,46,2019
Poiesz,901635,week,46,2019
Boon,262005/262003,week,46,2019
Jumbo,,regular,46,2019
Jumbo,,regular,46,2019
Jumbo,900967,regular,46,2019
Jumbo,907586,regular,46,2019
Jumbo,907584,regular,46,2019
Jumbo,907585,regular,46,2019
Jumbo,900962,regular,46,2019
Jumbo,900975,regular,46,2019
Jumbo,907583,regular,46,2019
Jumbo,903781,regular,46,2019
Jumbo,903777,regular,46,2019
Jumbo,900960,regular,46,2019
Jumbo,907587,regular,46,2019
Jumbo,900958,regular,46,2019
Jumbo,900959,regular,46,2019
Jumbo,900957,regular,46,2019
Jumbo,907588,regular,46,2019
Jumbo,894374,seasonal,46,2019
Jumbo,903989,seasonal,46,2019
Jumbo,882641,seasonal,46,2019
Jumbo,811328,seasonal,46,2019
Jumbo,888490,seasonal,46,2019
Jumbo,842940,seasonal,46,2019
Jumbo,884946,seasonal,46,2019
Jumbo,842976,seasonal,46,2019
Jumbo,897781,seasonal,46,2019
Jumbo,,regular,46,2019
Jan Linders,893878,week,47,2019
Detailresult,901103,week,47,2019
Detailresult,811366,week,47,2019
Detailresult,897198,week,47,2019
Vomar,895932,week,47,2019
Plus,894987,weekend,47,2019
Plus,874422,week,47,2019
Plus,906249,week,47,2019
Jumbo,,regular,47,2019
Jumbo,894374,seasonal,47,2019
Jumbo,903989,seasonal,47,2019
Jumbo,882641,seasonal,47,2019
Jumbo,811328,seasonal,47,2019
Jumbo,888490,seasonal,47,2019
Jumbo,842940,seasonal,47,2019
Jumbo,884946,seasonal,47,2019
Jumbo,842976,seasonal,47,2019
Jumbo,897781,seasonal,47,2019
Jumbo,,regular,47,2019
Boon,908399,regular,48,2019
Vomar,809559,week,48,2019
Plus,895923,week,48,2019
Plus,895255,week,48,2019
Plus,894390,weekend,48,2019
Detailresult,811366,week,48,2019
Poiesz,899628,week,48,2019
Smeding,908399,week,48,2019
Jumbo,894374,seasonal,48,2019
Jumbo,903989,seasonal,48,2019
Jumbo,882641,seasonal,48,2019
Jumbo,811328,seasonal,48,2019
Jumbo,888490,seasonal,48,2019
Jumbo,842940,seasonal,48,2019
Jumbo,884946,seasonal,48,2019
Jumbo,842976,seasonal,48,2019
Jumbo,897781,seasonal,48,2019
Jumbo,,regular,48,2019
Detailresult,902811,week,49,2019
Plus,890194,weekend,49,2019
Boni,905369,regular,49,2019
Boon,813754,week,49,2019
Jan Linders,893878,week,49,2019
Jumbo,908385,regular,49,2019
Jumbo,907762,regular,49,2019
Jumbo,907776,regular,49,2019
Jumbo,899861,regular,49,2019
Jumbo,899862,regular,49,2019
Jumbo,909352,seasonal,49,2019
Jumbo,805950,seasonal,49,2019
Jumbo,874991,seasonal,49,2019
Jumbo,204736,seasonal,49,2019
Jumbo,878567,seasonal,49,2019
Jumbo,894376,seasonal,49,2019
Jumbo,824795,regular,49,2019
Plus,907730,week,50,2019
Plus,889417,week,50,2019
Plus,893879,week,50,2019
Detailresult,897198,week,50,2019
Detailresult,908151,week,50,2019
Jan Linders,231643,week,50,2019
Jumbo,909352,seasonal,50,2019
Jumbo,805950,seasonal,50,2019
Jumbo,874991,seasonal,50,2019
Jumbo,204736,seasonal,50,2019
Jumbo,878567,seasonal,50,2019
Jumbo,894376,seasonal,50,2019
Jumbo,824795,regular,50,2019
Plus,883847,week,51,2019
Plus,888291,week,51,2019
Plus,886333,week,51,2019
Plus,889005,week,51,2019
Plus,895933,week,51,2019
Plus,802205,week,51,2019
Detailresult,895923,week,51,2019
Detailresult,811366,week,51,2019
Jan Linders,873889,week,51,2019
Jan Linders,908443,week,51,2019
Jan Linders,894119,week,51,2019
Jan Linders,908288,week,51,2019
Jan Linders,805170,week,51,2019
Boni,905369,regular,51,2019
Hoogvliet,841044,regular,51,2019
Hoogvliet,808719,regular,51,2019
Poiesz,841044,week,51,2019
Jumbo,907784,regular,51,2019
Jumbo,243508,regular,51,2019
Jumbo,909352,seasonal,51,2019
Jumbo,805950,seasonal,51,2019
Jumbo,874991,seasonal,51,2019
Jumbo,204736,seasonal,51,2019
Jumbo,878567,seasonal,51,2019
Jumbo,894376,seasonal,51,2019
Jumbo,824795,regular,51,2019
Plus,246874,regular,52,2019
Boni,893552,regular,52,2019
Jumbo,,regular,52,2019
Jumbo,,regular,52,2019
Jumbo,909352,seasonal,52,2019
Jumbo,805950,seasonal,52,2019
Jumbo,874991,seasonal,52,2019
Jumbo,204736,seasonal,52,2019
Jumbo,878567,seasonal,52,2019
Jumbo,894376,seasonal,52,2019
Jumbo,824795,regular,52,2019
Jumbo België,,regular,52,2019
Jumbo België,,regular,52,2019
Jumbo België,,regular,52,2019
Boni,231643,regular,1,2020
Vomar,808720,week,1,2020
Linders,893878,week,1,2020
Linders,808719,week,1,2020
Plus,894987,regular,1,2020
Poiesz,,week,1,2020
Jumbo,842940,regular,1,2020
Jumbo,842940/885901,regular,1,2020
Jumbo,884946,regular,1,2020
Jumbo,884946,regular,1,2020
Jumbo,897781,regular,1,2020
Jumbo,894376,regular,1,2020
Jumbo,909352,regular,1,2020
Jumbo,894121,regular,1,2020
Jumbo België,908366,regular,1,2020
Detailresult,909464,week,2,2020
